style,artist,picture
Realism,anders-zorn,opal-1891.jpg
Impressionism,eugene-boudin,dusk-over-the-port-of-le-havre.jpg
Expressionism,zinaida-serebriakova,portrait-of-a-jewish-philanthropist-igor-s-hurwitz-1941.jpg
Realism,theodore-rousseau,flock-of-sheep-in-a-pasture.jpg
Impressionism,octav-angheluta,cap-de-trengar-1943.jpg
Mannerism_Late_Renaissance,paolo-veronese,portrait-of-a-venetian-woman-la-belle-nani.jpg
Rococo,antoine-watteau,the-marriage-contract-1712.jpg
Abstract_Expressionism,yayoi-kusama,petals-1988.jpg
Baroque,anthony-van-dyck,martin-ryckaert-1631.jpg
Naive_Art_Primitivism,marc-chagall,illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-9.jpg
Color_Field_Painting,helen-frankenthaler,wind-directions-1970.jpg
Impressionism,zinaida-serebriakova,portrait-of-boris-serebryakov-1904.jpg
Naive_Art_Primitivism,marc-chagall,god-appears-to-moses-in-the-burning-bush-exodus-iii-1-6.jpg
Expressionism,lynd-ward,not-detected-272514.jpg
Symbolism,nicholas-roerich,ladakh-golden-clouds-over-blue-mountains-1943.jpg
Romanticism,john-hoppner,portrait-of-harriet-viscountess-duncannon-with-her-sons-1787.jpg
Cubism,roy-lichtenstein,woman-in-a-wheelchair-1963.jpg
Minimalism,walter-darby-bannard,greenstone-1960.jpg
Realism,konstantin-bogaevsky,view-of-sudak-s-environs.jpg
Realism,pierre-auguste-renoir,the-pont-des-arts-and-the-institut-de-france-1867.jpg
Art_Nouveau_Modern,sergey-solomko,fortune-telling.jpg
Symbolism,nicholas-roerich,tibet-2.jpg
Northern_Renaissance,hieronymus-bosch,two-monsters.jpg
Expressionism,zinaida-serebriakova,portrait-of-troinitsky-1924.jpg
Analytical_Cubism,pablo-picasso,man-with-a-guitar-1911-1.jpg
High_Renaissance,correggio,the-rest-on-the-flight-to-egypt-with-saint-francis-1517.jpg
Art_Nouveau_Modern,ivan-bilibin,fellah-1922(1).jpg
Realism,edouard-manet,madame-manet-at-the-piano-1868.jpg
New_Realism,george-luks,caricature-of-everett-shinn.jpg
Expressionism,ernst-ludwig-kirchner,cows-at-sunset-1919.jpg
Post_Impressionism,paul-gauguin,the-first-flowers-1888.jpg
Baroque,jacob-jordaens,the-bean-king-1.jpg
Realism,volodymyr-orlovsky,shallow.jpg
Northern_Renaissance,albrecht-durer,tilo-on-the-cantilever-of-a-bastion.jpg
Color_Field_Painting,ellsworth-kelly,red-blue-yellow-1951.jpg
Realism,vasily-vereshchagin,mortally-wounded-1873.jpg
Post_Impressionism,henri-de-toulouse-lautrec,woman-with-an-umbrella-1889.jpg
Post_Impressionism,pyotr-konchalovsky,lake-ilmen-1925.jpg
Impressionism,willard-metcalf,battery-park-spring.jpg
Early_Renaissance,andrea-mantegna,the-dead-christ-1478.jpg
Rococo,william-hogarth,the-importance-of-knowing-perspective-absurd-perspectives.jpg
Impressionism,childe-hassam,isle-of-shoals.jpg
Impressionism,anders-zorn,a-portrait-of-a-christian-de-falbe.jpg
Naive_Art_Primitivism,horace-pippin,victorian-interior.jpg
Impressionism,childe-hassam,the-norwegian-cottage-1.jpg
Abstract_Expressionism,sam-gilliam,manet-iii-1999.jpg
Realism,vasily-perov,portrait-of-the-poet-apollon-maikov-1872.jpg
Realism,henrique-pousao,a-casa-de-persianas-azuis-1882.jpg
Expressionism,bui-xuan-phai,hanoi-street-nd.jpg
Post_Impressionism,karl-schrag,spring-bouquet-with-lilacs.jpg
Northern_Renaissance,albrecht-altdorfer,nativity-1507.jpg
Impressionism,pierre-auguste-renoir,cup-lemon-and-tomato.jpg
Abstract_Expressionism,wolfgang-paalen,that-s-life-1958.jpg
Romanticism,william-turner,regulus-1837.jpg
Symbolism,nicholas-roerich,glacier.jpg
Realism,james-mcneill-whistler,symphony-in-grey-and-green-the-ocean-1872.jpg
Impressionism,gustave-caillebotte,portrait-of-henri-cordier-teacher-at-the-school-of-oriental-languages-1883.jpg
Impressionism,winston-churchill,at-the-pyramids(1).jpg
Early_Renaissance,sandro-botticelli,giuliano-de-medici-1478(1).jpg
Symbolism,arnold-bã¶cklin,triton-and-nereid.jpg
Baroque,gerrit-dou,trumpet-player-in-front-of-a-banquet-1665.jpg
Realism,william-adolphe-bouguereau,the-elder-sister.jpg
Expressionism,amedeo-modigliani,portrait-of-blaise-cendrars-1917.jpg
Realism,thomas-eakins,unidentified-model-thomas-anschutz-and-j-laurie-wallace-1883-1.jpg
Romanticism,william-shayer,the-plough-inn.jpg
Abstract_Expressionism,jackson-pollock,the-moon-woman-cuts-the-circle-1943.jpg
Rococo,allan-ramsay,mary-digges-1737-1829-lady-robert-manners.jpg
Contemporary_Realism,eric-fischl,growing-up-in-the-company-of-women-iii.jpg
Expressionism,vilmos-aba-novak,pub-1930.jpg
Rococo,claude-lorrain,pastoral-landscape-with-a-mill-1634.jpg
Expressionism,neil-welliver,amon-s-orchard.jpg
Naive_Art_Primitivism,grã©goire-michonze,sunset-in-the-field-1979.jpg
Expressionism,george-segal,helen-in-wicker-rocker-1978.jpg
Pop_Art,hiro-yamagata,not-detected-272398.jpg
Realism,david-burliuk,portrait-of-sergei-eisenstein-1932.jpg
Cubism,marc-chagall,russian-village-under-the-moon-1911.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-black-cape-1894.jpg
Impressionism,pierre-auguste-renoir,woman-in-a-landscape.jpg
Rococo,antoine-watteau,a-love-festival.jpg
Post_Impressionism,constantine-maleas,landscape-of-attica.jpg
Cubism,ernst-ludwig-kirchner,entcounter.jpg
Impressionism,edgar-degas,promenade-by-the-sea.jpg
Expressionism,zinaida-serebriakova,portrait-of-the-artist-d-bushena-1922.jpg
Romanticism,vasily-tropinin,portrait-of-prince-alexander-s-dolgorukov.jpg
Rococo,william-hogarth,prospero-and-miranda-from-the-tempest-of-william-shakespeare.jpg
Baroque,peter-paul-rubens,the-consequences-of-war-1638.jpg
Symbolism,albert-bloch,saint-francis-in-the-woods-1927.jpg
Realism,vincent-van-gogh,churchyard-in-winter-1883-1(1).jpg
Romanticism,sir-lawrence-alma-tadema,the-epps-family-screen-1871.jpg
Symbolism,konstantin-vasilyev,not-detected-272787.jpg
Baroque,adriaen-van-de-velde,milking-a-cow-1666.jpg
Northern_Renaissance,hans-memling,portrait-of-an-old-woman-1472.jpg
Expressionism,amedeo-modigliani,seated-nude-1909.jpg
Abstract_Expressionism,jimmy-ernst,observation-vii-1965.jpg
Post_Impressionism,maxime-maufra,frost-at-morgat-1901.jpg
Abstract_Expressionism,sam-francis,spleen-yellow-1971.jpg
Art_Nouveau_Modern,boris-kustodiev,province-1919.jpg
Abstract_Expressionism,hans-hofmann,equinox-1958.jpg
Post_Impressionism,moise-kisling,renee-kisling-1928.jpg
Symbolism,tivadar-kosztka-csontvary,coaching-in-athens-at-new-moon-1904.jpg
Northern_Renaissance,lucas-cranach-the-elder,adam-and-eve-1533.jpg
Northern_Renaissance,hans-memling,tommaso-portinari-and-his-wife.jpg
Post_Impressionism,maurice-denis,noele-s-first-steps.jpg
Realism,aleksey-savrasov,pine-in-marsh-1882.jpg
Post_Impressionism,henrique-pousao,rapariga-deitada-no-tronco-de-uma-rvore-1883.jpg
Post_Impressionism,vincent-van-gogh,thistles-along-the-roadside-1888.jpg
Realism,ivan-shishkin,on-the-forest-boundary-line-1878.jpg
Realism,john-singer-sargent,helen-sears-1895.jpg
Northern_Renaissance,albrecht-durer,hans-the-elder-portrait-burgkmair.jpg
Realism,pyotr-konchalovsky,still-life-lilacs-in-a-basket-1944.jpg
Rococo,thomas-gainsborough,greyhounds-coursing-a-fox-1785.jpg
New_Realism,edward-hopper,apartment-houses.jpg
Art_Nouveau_Modern,felix-vallotton,portuguese-poet-jo-o-de-deus-1895.jpg
Impressionism,william-merritt-chase,the-white-rose-aka-miss-jessup.jpg
Baroque,joshua-reynolds,self-portrait-1775.jpg
Impressionism,claude-monet,winter-at-giverny-1.jpg
Abstract_Expressionism,frank-stella,the-waves-i-hark-1989.jpg
Art_Nouveau_Modern,heorhiy-narbut,illustration-for-the-book-how-mice-buried-the-cat-by-zhukovsky-1910-3.jpg
Impressionism,theodor-pallady,odalisque.jpg
Contemporary_Realism,eric-fischl,corrida-in-ronda-no-6.jpg
Realism,alexey-venetsianov,a-peasant-woman-resting-on-her-hand.jpg
Post_Impressionism,edouard-cortes,rue-dulm-pantheon.jpg
Color_Field_Painting,helen-frankenthaler,orange-downpour-1970.jpg
Impressionism,lucia-demetriade-balacescu,natur-static-cu-ciclamene-stampe-i-evantai-1923.jpg
Pop_Art,burhan-dogancay,giuliani-jerk-1998.jpg
Symbolism,kuzma-petrov-vodkin,sacrifice-of-abel-1910.jpg
Realism,wilhelm-leibl,selbstbildnis-des-achtzehnj-hrigen-1862.jpg
Naive_Art_Primitivism,maria-primachenko,ivan-gave-the-landlord-a-ride-in-his-gig-and-fell-inside-1983.jpg
Post_Impressionism,pyotr-konchalovsky,pine-tree-1921.jpg
Northern_Renaissance,hans-holbein-the-younger,jeanne-de-boulogne-duchess-of-berry-1524.jpg
Northern_Renaissance,jan-van-eyck,portrait-of-baudouin-de-lannoy-1435.jpg
Expressionism,ernst-ludwig-kirchner,dodo-head-on-pillow.jpg
Post_Impressionism,vincent-van-gogh,the-trinquetaille-bridge-1888.jpg
Romanticism,francisco-goya,leocadia-1823.jpg
Impressionism,pierre-auguste-renoir,child-with-a-hoop.jpg
Early_Renaissance,filippo-lippi,the-doctors-of-the-church-1437.jpg
Rococo,jean-baptiste-simeon-chardin,draughtsman-1737.jpg
Symbolism,nicholas-roerich,drops-of-life-1924.jpg
Romanticism,henryk-siemiradzki,country-idyll.jpg
Post_Impressionism,salvador-dali,bouquet-l-important-c-est-la-rose.jpg
Realism,vincent-van-gogh,orphan-man-wearing-a-blouse-with-broom-and-pipe-1882.jpg
Fauvism,ilya-mashkov,landscape-with-towers-1911.jpg
Expressionism,dimitris-mytaras,boats-in-halkida.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-poem-two-crow-by-alexander-pushkin-1910(1).jpg
Pop_Art,andy-warhol,untitled-superman-collage-15-1960.jpg
Symbolism,nicholas-roerich,karakoram.jpg
Expressionism,marc-chagall,a-group-of-people.jpg
Post_Impressionism,pablo-picasso,woman-on-a-donkey-1906.jpg
Early_Renaissance,andrea-del-verrocchio,putto-with-dolphin.jpg
Post_Impressionism,vincent-van-gogh,orchard-with-arles-in-the-background-1888.jpg
Realism,vladimir-makovsky,morning-tea-1891.jpg
Expressionism,ernst-ludwig-kirchner,palucca.jpg
Post_Impressionism,vincent-van-gogh,trees-and-shrubs-1889-1.jpg
Romanticism,henry-raeburn,boy-and-rabbit.jpg
Impressionism,joaquã­n-sorolla,the-milkmaid.jpg
Impressionism,edgar-degas,after-the-bath-2.jpg
Romanticism,fyodor-bronnikov,dog-grooming-in-children-portraits.jpg
Symbolism,kuzma-petrov-vodkin,thirsty-warrior-1915.jpg
Post_Impressionism,mario-zanini,paisagem-com-riacho-1966.jpg
Naive_Art_Primitivism,johannes-itten,children-s-portraits-1922.jpg
Post_Impressionism,ion-pacea,crizanteme.jpg
Realism,vasily-perov,fomushka-owl-1868.jpg
Art_Nouveau_Modern,aubrey-beardsley,singer.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-wagnerites.jpg
New_Realism,edward-hopper,the-city.jpg
Baroque,pieter-de-hooch,the-courtyard-of-a-house-in-delft.jpg
Symbolism,mikalojus-ciurlionis,wrath-ii-1904(1).jpg
Impressionism,camille-pissarro,landscape-with-a-donkey.jpg
Naive_Art_Primitivism,louis-vivin,trois-personnages-avec-un-chien.jpg
Romanticism,sir-lawrence-alma-tadema,in-the-temple-1871.jpg
Art_Nouveau_Modern,nicholas-roerich,sketches-of-costumes-for-tale-of-tsar-saltan-1919-3.jpg
Post_Impressionism,gustave-loiseau,path-in-the-snow.jpg
Impressionism,zinaida-serebriakova,green-autumn-1908.jpg
Early_Renaissance,giovanni-bellini,the-madonna-of-the-red-cherubs.jpg
Realism,aleksey-savrasov,at-the-cemetery-1884.jpg
Baroque,peter-paul-rubens,the-crowning-of-st-catherine.jpg
Realism,isaac-levitan,twilight-moon-1899.jpg
Realism,vladimir-makovsky,hiring-a-servants-1891.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-studio-of-the-painter.jpg
Northern_Renaissance,hans-memling,the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487.jpg
Ukiyo_e,keisai-eisen,daikoku-ebisu-and-fukurokuju-counting-money.jpg
Impressionism,marie-bracquemond,the-artist-s-son-and-sister-in-the-garden-at-sevres-1890.jpg
Impressionism,federico-zandomeneghi,young-girl-reading-1.jpg
Symbolism,mstislav-dobuzhinsky,street-in-munich-1901.jpg
Post_Impressionism,paul-cezanne,man-with-a-pipe-1892.jpg
Impressionism,childe-hassam,late-afternoon-new-york-winter-1900.jpg
Impressionism,childe-hassam,the-spanish-steps-rome.jpg
Symbolism,nicholas-roerich,treasure-of-snows-kangchenjunga-1940.jpg
Impressionism,georges-seurat,farmer-to-work-1883.jpg
Romanticism,konstantin-makovsky,female-portrait-5.jpg
Expressionism,jean-helion,accident-1979.jpg
Impressionism,giovanni-fattori,die-roten-f-sser-1870.jpg
Impressionism,childe-hassam,up-the-avenue-from-thirty-fourth-street.jpg
Minimalism,brice-marden,i-1986.jpg
Abstract_Expressionism,paul-reed,16j-1963.jpg
High_Renaissance,lorenzo-lotto,sleeping-apollo-muses-and-fama.jpg
Expressionism,vela-zanetti,the-sheperdess-1975.jpg
Impressionism,mikhail-nesterov,autumn-1906.jpg
Expressionism,richard-diebenkorn,interior-with-flowers.jpg
Color_Field_Painting,perle-fine,cool-series-black-over-green-1963.jpg
Contemporary_Realism,jamie-wyeth,comet-1997.jpg
Rococo,joshua-reynolds,james-fitzgerald-duke-of-leinster.jpg
Rococo,antoine-pesne,portrait-of-frederick-william-i-of-prussia.jpg
Impressionism,william-merritt-chase,girl-in-a-japanese-kimono.jpg
Impressionism,edgar-degas,after-the-bath-1896-1.jpg
Baroque,hendrick-terbrugghen,the-calling-of-st-matthew-1.jpg
Romanticism,jan-matejko,casimir-the-great.jpg
Impressionism,samuel-mutzner,poarta-templului-lama-peking-1915.jpg
Romanticism,gustave-dore,in-with-the-river-sunk-and-with-it-rose-satan.jpg
High_Renaissance,lorenzo-lotto,signor-marsilio-cassotti-and-his-wife-faustina-1523.jpg
Color_Field_Painting,perle-fine,cool-series-no-12-fiercely-remote-1963.jpg
Romanticism,jan-matejko,coronation.jpg
Impressionism,sever-burada,tatar-houses-in-balchik.jpg
Symbolism,nicholas-roerich,trans-himalayas-1928-1.jpg
Art_Nouveau_Modern,edmund-dulac,the-gentleman-in-waiting-the-nightingale.jpg
Rococo,william-hogarth,a-harlot-s-progress-plate-1.jpg
Post_Impressionism,paula-modersohn-becker,still-life-with-milk-1905.jpg
Northern_Renaissance,albrecht-durer,the-descent-of-the-holy-spirit-1511.jpg
Northern_Renaissance,hieronymus-bosch,temptation-of-st-anthony-2.jpg
Romanticism,alexander-shilov,awakening-1982.jpg
Symbolism,konstantin-somov,fireworks-1.jpg
Symbolism,zinaida-serebriakova,put-on-one-s-shoes-farmer-1915.jpg
Symbolism,odilon-redon,the-druidess-1893.jpg
Abstract_Expressionism,morris-graves,machine-age-noise-1957.jpg
Abstract_Expressionism,sam-francis,untitled-sf-357.jpg
Impressionism,konstantin-korovin,on-the-beach-in-the-crimea-1909.jpg
Expressionism,ernst-ludwig-kirchner,two-women-at-a-couch.jpg
High_Renaissance,andrea-mantegna,the-triumph-and-vespasian-de-titus-1500.jpg
Realism,vasily-vereshchagin,dressing-station-1879.jpg
Mannerism_Late_Renaissance,tintoretto,annunciation-maria-1594.jpg
Rococo,thomas-gainsborough,portrait-of-johann-christian-bach-1776.jpg
Impressionism,pierre-auguste-renoir,wilhelm-muhlfeld-1910.jpg
Impressionism,konstantin-korovin,portrait-of-an-officer-1916.jpg
Post_Impressionism,paul-gauguin,the-hibiskus-tree-1892.jpg
Post_Impressionism,edouard-cortes,the-place-de-opera.jpg
Art_Nouveau_Modern,sergey-solomko,st-jenevieve-and-the-new-attila.jpg
Impressionism,alfred-sisley,the-seine-at-bougival-1873-1.jpg
Impressionism,claude-monet,water-lily-pond-1.jpg
Impressionism,pierre-auguste-renoir,music-two-paintings.jpg
Realism,vasily-surikov,monk.jpg
Pop_Art,andy-warhol,the-last-supper-1986.jpg
Symbolism,felicien-rops,behind-the-scenes.jpg
Impressionism,john-singer-sargent,cottage-at-fairford-gloucestershire-1892.jpg
Romanticism,karl-bodmer,mehkskeme-sukahs-blackfoot-chief-and-tatsicki-stomick-piekann-chief-plate-45-from-volume1-of-1834.jpg
Synthetic_Cubism,georges-braque,the-musician-1918.jpg
Northern_Renaissance,lucas-cranach-the-elder,katharina-von-bora-future-wife-of-martin-luther-1526.jpg
Impressionism,octav-bancila,flori-de-m-r.jpg
Realism,camille-corot,the-church-at-lormes.jpg
Expressionism,margareta-sterian,behind-the-curtain.jpg
Symbolism,konstantin-somov,gardener-gift.jpg
Realism,thomas-eakins,illustrated-letter-written-to-his-family-1866.jpg
Romanticism,orest-kiprensky,portrait-of-ivan-petrovich-wolfe-1811.jpg
New_Realism,john-french-sloan,carol-with-red-curls-1913.jpg
Post_Impressionism,vincent-van-gogh,at-the-foot-of-the-mountains-1889(1).jpg
Northern_Renaissance,dirk-bouts,martyrdom-of-st-erasmus-left-wing.jpg
Northern_Renaissance,petrus-christus,nativity-1452.jpg
Color_Field_Painting,anne-appleby,sage-1997.jpg
Impressionism,joaquã­n-sorolla,beach-at-zarauz-1910.jpg
Symbolism,felicien-rops,the-sailors-den.jpg
Impressionism,eugene-boudin,antwerp-the-head-of-flanders.jpg
Cubism,roger-de-la-fresnaye,diabolo.jpg
Realism,ilya-repin,portrait-of-member-of-state-council-grand-prince-mikhail-aleksandrovich-romanov-study-1901.jpg
Symbolism,odilon-redon,the-apparition.jpg
Impressionism,robert-julian-onderdonk,through-the-hills-in-sw-texas-1911.jpg
Romanticism,paul-cezanne,portrait-of-achille-emperaire-1868.jpg
Contemporary_Realism,janet-fish,black-bowl-red-scarf-2007.jpg
Realism,eugene-boudin,the-honfleur-lighthouse.jpg
Realism,pyotr-konchalovsky,katya-by-the-window-1935.jpg
Romanticism,gustave-dore,the-panther(1).jpg
Impressionism,antoine-blanchard,la-gare-dorleans-et-le-quai-dorsay.jpg
Romanticism,dante-gabriel-rossetti,belcolore-1880.jpg
Realism,isaac-levitan,a-river-1888.jpg
Mannerism_Late_Renaissance,tintoretto,battle-between-turks-and-christians-1589.jpg
Baroque,artemisia-gentileschi,allegoria-dell-inclinazione-1615.jpg
Post_Impressionism,a.y.-jackson,maple-woods-algoma-1920.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-girl-from-the-farm.jpg
Realism,ilya-repin,portrait-of-professor-ivanov-1882.jpg
Realism,vincent-van-gogh,old-man-in-a-tail-coat-1882.jpg
Impressionism,konstantin-korovin,kem-1905.jpg
Realism,ivan-shishkin,view-of-the-yelabuga-1861.jpg
Art_Nouveau_Modern,felix-vallotton,portrait-of-french-poet-jehan-rictus-1898.jpg
Minimalism,jo-baer,cardinations-1974.jpg
Symbolism,nicholas-roerich,messenger-island-1914.jpg
Impressionism,claude-monet,the-pyramids-cliffs-at-belle-ile.jpg
Abstract_Expressionism,frank-stella,yellow-journal-1982.jpg
Realism,jean-francois-millet,shepherdesses-seated-in-the-shade.jpg
Baroque,joseph-wright,study-of-the-terrain-near-vesuvius.jpg
Realism,ion-andreescu,onions.jpg
Post_Impressionism,pierre-bonnard,eiffel-tower-and-the-seine.jpg
Art_Nouveau_Modern,jacek-malczewski,passing-on-the-palette.jpg
Symbolism,nicholas-roerich,girls-1944.jpg
Rococo,francois-boucher,vulcan-presenting-arms-to-venus-for-aeneas-1756.jpg
New_Realism,john-french-sloan,deep-blue-sea-1916.jpg
Post_Impressionism,gustave-loiseau,quay-at-dieppe.jpg
Impressionism,claude-monet,springtime.jpg
Minimalism,felix-gonzalez-torres,untitled-last-light-1993.jpg
Expressionism,martiros-saryan,in-yerevan-1908.jpg
Symbolism,nicholas-roerich,star-of-the-hero-1932.jpg
Romanticism,john-constable,the-opening-of-waterloo-bridge-seen-from-whitehall-stairs.jpg
Romanticism,jan-matejko,stanislaw-leszczynski-1.jpg
Post_Impressionism,paul-gauguin,the-great-buddha-1899.jpg
Art_Nouveau_Modern,edmund-dulac,prospero-in-secret-studies-from-the-tempest.jpg
Northern_Renaissance,albrecht-durer,christ-bearing-the-cross-1498.jpg
Impressionism,santiago-rusinol,senyor-quer-in-the-garden-1889.jpg
Expressionism,august-macke,the-hat-shop-1913.jpg
Art_Nouveau_Modern,koloman-moser,stage-design-for-the-phantom-of-hermann-bahr-1913.jpg
Romanticism,sir-lawrence-alma-tadema,courtship-the-proposal-1892.jpg
Post_Impressionism,maurice-denis,homage-to-cezanne-1900.jpg
Pointillism,henri-edmond-cross,boats-in-the-port-of-st-tropez.jpg
Rococo,joshua-reynolds,lady-charles-spencer.jpg
Color_Field_Painting,morris-louis,apogee-1962.jpg
Color_Field_Painting,anne-truitt,7-nov-62-1962.jpg
Impressionism,camille-pissarro,portrait-of-eugene-murer-1878.jpg
Minimalism,agnes-martin,happy-valley-1967.jpg
Post_Impressionism,vincent-van-gogh,wheat-field-1888-1.jpg
Impressionism,james-ensor,old-lady-with-blue-shawl-the-artist-s-grandmother-1881.jpg
Pointillism,henri-edmond-cross,siesta-by-the-water.jpg
Post_Impressionism,moise-kisling,not-identified-1952.jpg
Impressionism,claude-monet,the-seine-near-giverny-2.jpg
Naive_Art_Primitivism,maria-primachenko,wild-cat-1977.jpg
Impressionism,edouard-manet,seascape-at-arcachon-arcachon-beautiful-weather-1871.jpg
Impressionism,paul-signac,the-port-of-st-tropez.jpg
Symbolism,konstantin-bogaevsky,seashore-1907.jpg
Post_Impressionism,gustave-loiseau,etretat-la-point-de-batterie-1902.jpg
Post_Impressionism,maurice-prendergast,study-st-malo-no-11.jpg
Action_painting,jackson-pollock,number-7-out-of-the-web-1949.jpg
Contemporary_Realism,jamie-wyeth,mischief-night-1986.jpg
Realism,viktor-vasnetsov,headed-duck-hunter-1889.jpg
Naive_Art_Primitivism,camille-bombois,le-maquereau-1935.jpg
Impressionism,john-henry-twachtman,round-hill-road-1900.jpg
Post_Impressionism,ferdynand-ruszczyc,astronomical-observatory-of-vilnius-university-1910.jpg
Symbolism,odilon-redon,the-birth-of-venus-1912-2.jpg
Art_Nouveau_Modern,nicholas-roerich,ominous-1901.jpg
Naive_Art_Primitivism,marc-chagall,lot-s-daughters-1931.jpg
Realism,boris-kustodiev,manor-in-the-park-1912.jpg
Expressionism,martiros-saryan,worker-s-settlement-and-concrete-plant-davalu-ararat-region-1937.jpg
Art_Nouveau_Modern,raphael-kirchner,girls-heads-on-christmas-foliage-background.jpg
