style,artist,picture,path
Rococo,joshua-reynolds,anne-dashwood,downloaded_images/anne-dashwood.jpg
Expressionism,henri-matisse,still-life-5,downloaded_images/still-life-5.jpg
Realism,camille-corot,crecy-en-brie-road-in-the-country,downloaded_images/crecy-en-brie-road-in-the-country.jpg
Abstract_Expressionism,cy-twombly,ferragosto-iii,downloaded_images/ferragosto-iii.jpg
Realism,anders-zorn,william-h-taft-1911,downloaded_images/william-h-taft-1911.jpg
Romanticism,joseph-wright,an-eruption-of-vesuvius-seen-from-portici,downloaded_images/an-eruption-of-vesuvius-seen-from-portici.jpg
Post_Impressionism,theo-van-rysselberghe,portrait-of-madame-monnon-1919,downloaded_images/portrait-of-madame-monnon-1919.jpg
Realism,pierre-auguste-renoir,the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau-1866,downloaded_images/the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau-1866.jpg
Art_Nouveau_Modern,ivan-bilibin,archangel-michael-mosaic-on-the-north-side-of-the-church-of-the-virgin-uspeniya-in-olshany(1),downloaded_images/archangel-michael-mosaic-on-the-north-side-of-the-church-of-the-virgin-uspeniya-in-olshany(1).jpg
Mannerism_Late_Renaissance,tintoretto,st-george-1544,downloaded_images/st-george-1544.jpg
Post_Impressionism,vincent-van-gogh,blossoming-chestnut-branches-1890(1),downloaded_images/blossoming-chestnut-branches-1890(1).jpg
Impressionism,konstantin-korovin,winter-sun-1919,downloaded_images/winter-sun-1919.jpg
Early_Renaissance,luca-signorelli,view-of-the-vaulting-of-the-sacristy-of-st-john-1482,downloaded_images/view-of-the-vaulting-of-the-sacristy-of-st-john-1482.jpg
Romanticism,thomas-cole,study-for-the-pilgrim-of-the-world-on-his-journey,downloaded_images/study-for-the-pilgrim-of-the-world-on-his-journey.jpg
Realism,vasily-vereshchagin,in-the-kremlin-a-fire-1895,downloaded_images/in-the-kremlin-a-fire-1895.jpg
Art_Nouveau_Modern,felix-vallotton,french-writer-alexandre-dumas-1895,downloaded_images/french-writer-alexandre-dumas-1895.jpg
Abstract_Expressionism,joan-miro,blue-i-1961,downloaded_images/blue-i-1961.jpg
Impressionism,john-henry-twachtman,hayrick-1900,downloaded_images/hayrick-1900.jpg
Baroque,theodoor-van-thulden,discord-expels-art-and-science,downloaded_images/discord-expels-art-and-science.jpg
Baroque,peter-paul-rubens,anna-of-austria-queen-of-france-mother-of-king-louis-xiv-1625,downloaded_images/anna-of-austria-queen-of-france-mother-of-king-louis-xiv-1625.jpg
Symbolism,konstantin-vasilyev,the-battle-with-the-dragon,downloaded_images/the-battle-with-the-dragon.jpg
Realism,ivan-shishkin,gurzuf-rocks-1879,downloaded_images/gurzuf-rocks-1879.jpg
Color_Field_Painting,anne-truitt,one-may-1976,downloaded_images/one-may-1976.jpg
Northern_Renaissance,hieronymus-bosch,haywain-1500-4,downloaded_images/haywain-1500-4.jpg
Romanticism,johann-koler,eve-with-a-pomegranate-1880,downloaded_images/eve-with-a-pomegranate-1880.jpg
Romanticism,francesco-hayez,bathsheba,downloaded_images/bathsheba.jpg
Impressionism,ilya-mashkov,gurzuf-views-of-the-chekhov-s-house-and-the-beach-1925,downloaded_images/gurzuf-views-of-the-chekhov-s-house-and-the-beach-1925.jpg
Romanticism,konstantin-makovsky,portrait-of-vera-zubova,downloaded_images/portrait-of-vera-zubova.jpg
Art_Nouveau_Modern,aubrey-beardsley,publicity-poster-for-the-yellow-book,downloaded_images/publicity-poster-for-the-yellow-book.jpg
Naive_Art_Primitivism,fernando-botero,oranges,downloaded_images/oranges.jpg
Abstract_Expressionism,paul-reed,14d-1964,downloaded_images/14d-1964.jpg
Minimalism,john-mclaughlin,untitled-composition-1953,downloaded_images/untitled-composition-1953.jpg
Post_Impressionism,maurice-prendergast,boat-landing-dinnard,downloaded_images/boat-landing-dinnard.jpg
Realism,valentin-serov,quartet,downloaded_images/quartet.jpg
Northern_Renaissance,rogier-van-der-weyden,demons-tortures-a-sinner,downloaded_images/demons-tortures-a-sinner.jpg
Realism,winslow-homer,the-portage,downloaded_images/the-portage.jpg
Realism,ivan-shishkin,pine-forest-1884,downloaded_images/pine-forest-1884.jpg
Expressionism,chaim-soutine,the-mad-woman-1,downloaded_images/the-mad-woman-1.jpg
Realism,john-singer-sargent,sir-frank-swettenham-1904,downloaded_images/sir-frank-swettenham-1904.jpg
Impressionism,john-henry-twachtman,artist-s-home-in-autumn-greenwich-connecticut,downloaded_images/artist-s-home-in-autumn-greenwich-connecticut.jpg
Realism,giovanni-boldini,a-lady-admiiring-a-fan-1878,downloaded_images/a-lady-admiiring-a-fan-1878.jpg
Abstract_Expressionism,endre-balint,de-profundis-1978,downloaded_images/de-profundis-1978.jpg
Mannerism_Late_Renaissance,el-greco,the-entombment-of-christ-1570,downloaded_images/the-entombment-of-christ-1570.jpg
Ukiyo_e,utagawa-toyokuni-ii,kachoga-falcon-on-a-pine-branch-rising-sun-above,downloaded_images/kachoga-falcon-on-a-pine-branch-rising-sun-above.jpg
Realism,ferdinand-hodler,unemployed-1891,downloaded_images/unemployed-1891.jpg
Naive_Art_Primitivism,fred-yates,moored-boats-penzance,downloaded_images/moored-boats-penzance.jpg
Impressionism,abraham-manievich,still-life-1930,downloaded_images/still-life-1930.jpg
Impressionism,pierre-auguste-renoir,study-for-the-saone-embraced-by-the-rhone-1915,downloaded_images/study-for-the-saone-embraced-by-the-rhone-1915.jpg
Contemporary_Realism,eric-fischl,growing-up-in-the-company-of-women-ii,downloaded_images/growing-up-in-the-company-of-women-ii.jpg
Post_Impressionism,vincent-van-gogh,round-clipped-shrub-in-the-public-garden-1888,downloaded_images/round-clipped-shrub-in-the-public-garden-1888.jpg
Realism,john-singer-sargent,eugene-juillerat,downloaded_images/eugene-juillerat.jpg
Early_Renaissance,pisanello,apparition-of-the-virgin-to-sts-anthony-abbot-and-george,downloaded_images/apparition-of-the-virgin-to-sts-anthony-abbot-and-george.jpg
Art_Nouveau_Modern,raphael-kirchner,salome-1903-3,downloaded_images/salome-1903-3.jpg
Romanticism,karl-bodmer,pehriska-ruhpa-minatarre-warrior-in-the-costume-of-the-dog-dance-plate-23-from-volume-2-of-1844,downloaded_images/pehriska-ruhpa-minatarre-warrior-in-the-costume-of-the-dog-dance-plate-23-from-volume-2-of-1844.jpg
Abstract_Expressionism,sam-francis,bouquet,downloaded_images/bouquet.jpg
Ukiyo_e,katsushika-hokusai,shimomeguro,downloaded_images/shimomeguro.jpg
Romanticism,edwin-henry-landseer,shoeing,downloaded_images/shoeing.jpg
Realism,giovanni-boldini,portrait-of-giovinetta-errazuriz-1892,downloaded_images/portrait-of-giovinetta-errazuriz-1892.jpg
Post_Impressionism,edouard-cortes,the-place-de-opera,downloaded_images/the-place-de-opera.jpg
Abstract_Expressionism,sam-francis,untitled-from-pasadena-box-lembark-l62-1963,downloaded_images/untitled-from-pasadena-box-lembark-l62-1963.jpg
Expressionism,egon-schiele,reclining-woman-with-red-blouse-1908,downloaded_images/reclining-woman-with-red-blouse-1908.jpg
Impressionism,pierre-auguste-renoir,study-of-flowers-anemones-and-tulips-1910,downloaded_images/study-of-flowers-anemones-and-tulips-1910.jpg
Cubism,salvador-dali,pierrot-and-guitar,downloaded_images/pierrot-and-guitar.jpg
Color_Field_Painting,sean-scully,yellow-figure-2002,downloaded_images/yellow-figure-2002.jpg
Expressionism,lovis-corinth,ecce-homo-1925,downloaded_images/ecce-homo-1925.jpg
Realism,isaac-levitan,road-1898,downloaded_images/road-1898.jpg
Expressionism,horia-bernea,spring-night-1965,downloaded_images/spring-night-1965.jpg
Realism,ivan-shishkin,oaks-1886,downloaded_images/oaks-1886.jpg
Romanticism,sir-lawrence-alma-tadema,the-massacre-of-the-monks-of-tamond-1855,downloaded_images/the-massacre-of-the-monks-of-tamond-1855.jpg
Art_Nouveau_Modern,boris-kustodiev,village-holiday-autumn-holiday-in-the-village-1914,downloaded_images/village-holiday-autumn-holiday-in-the-village-1914.jpg
Symbolism,nicholas-roerich,tibet-monastery-gelug-pa-1936,downloaded_images/tibet-monastery-gelug-pa-1936.jpg
High_Renaissance,leonardo-da-vinci,view-of-a-skull-1,downloaded_images/view-of-a-skull-1.jpg
Northern_Renaissance,hans-memling,the-virgin-and-child-with-st-james-and-st-dominic-presenting-the-donors-and-their-family-known,downloaded_images/the-virgin-and-child-with-st-james-and-st-dominic-presenting-the-donors-and-their-family-known.jpg
Ukiyo_e,utagawa-kuniyoshi,women-9,downloaded_images/women-9.jpg
Expressionism,egon-schiele,spitalskirche-molding-1918,downloaded_images/spitalskirche-molding-1918.jpg
Post_Impressionism,moise-kisling,nude-seated-on-the-grass-1950(1),downloaded_images/nude-seated-on-the-grass-1950(1).jpg
Minimalism,edward-corbett,washington-d-c-october-8-1964-1964,downloaded_images/washington-d-c-october-8-1964-1964.jpg
Impressionism,nicolae-darascu,n-fa-a-opronului-1930,downloaded_images/n-fa-a-opronului-1930.jpg
Rococo,maurice-quentin-de-la-tour,study-for-portrait-of-unknown-man-2,downloaded_images/study-for-portrait-of-unknown-man-2.jpg
Minimalism,joan-hernandez-pijuan,dibuix-n-145-1991,downloaded_images/dibuix-n-145-1991.jpg
Symbolism,mstislav-dobuzhinsky,a-cottage-in-st-petersburg-1905,downloaded_images/a-cottage-in-st-petersburg-1905.jpg
Impressionism,pierre-auguste-renoir,summer-1875,downloaded_images/summer-1875.jpg
Impressionism,joaquã­n-sorolla,running-along-the-beach-1908,downloaded_images/running-along-the-beach-1908.jpg
Symbolism,hugo-simberg,king-hobgoblin-sleeping-1896,downloaded_images/king-hobgoblin-sleeping-1896.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,yvette-guilbert-1,downloaded_images/yvette-guilbert-1.jpg
Impressionism,lucian-grigorescu,munci-de-prim-var,downloaded_images/munci-de-prim-var.jpg
Expressionism,wassily-kandinsky,all-saints-day-i-1911,downloaded_images/all-saints-day-i-1911.jpg
Realism,helene-schjerfbeck,the-convalescent-1888,downloaded_images/the-convalescent-1888.jpg
Naive_Art_Primitivism,fernando-botero,delphine,downloaded_images/delphine.jpg
Early_Renaissance,sandro-botticelli,paradise-canto-vi-1490(1),downloaded_images/paradise-canto-vi-1490(1).jpg
Art_Nouveau_Modern,zinaida-serebriakova,eugene-portrait-of-the-artist-s-son-1917,downloaded_images/eugene-portrait-of-the-artist-s-son-1917.jpg
Realism,ivan-shishkin,view-of-valaam-island,downloaded_images/view-of-valaam-island.jpg
Baroque,juan-de-valdes-leal,the-conversion-and-baptism-of-st-augustine-by-st-ambrose-1673,downloaded_images/the-conversion-and-baptism-of-st-augustine-by-st-ambrose-1673.jpg
Impressionism,eugene-boudin,low-tide-at-trouville,downloaded_images/low-tide-at-trouville.jpg
Post_Impressionism,ferdynand-ruszczyc,w-wiat-1901,downloaded_images/w-wiat-1901.jpg
Post_Impressionism,maurice-utrillo,basilica,downloaded_images/basilica.jpg
Impressionism,claude-monet,snow-effect-the-street-in-argentuil,downloaded_images/snow-effect-the-street-in-argentuil.jpg
Romanticism,thomas-cole,prometheus-bound-1847,downloaded_images/prometheus-bound-1847.jpg
Realism,boris-kustodiev,house-in-uspensky-1908,downloaded_images/house-in-uspensky-1908.jpg
Symbolism,nicholas-roerich,girls-1944,downloaded_images/girls-1944.jpg
Fauvism,hans-hofmann,suburbian-1936,downloaded_images/suburbian-1936.jpg
Rococo,joshua-reynolds,general-john-burgoyne,downloaded_images/general-john-burgoyne.jpg
Impressionism,joaquã­n-sorolla,valencian-fiesin-an-orange-grove-1898,downloaded_images/valencian-fiesin-an-orange-grove-1898.jpg
Color_Field_Painting,ronnie-landfield,series-painting-2-1966,downloaded_images/series-painting-2-1966.jpg
Rococo,bernardo-bellotto,the-kreuzkirche-in-dresden,downloaded_images/the-kreuzkirche-in-dresden.jpg
Romanticism,gustave-dore,baruch-writes-jeremiah-s-prophecies,downloaded_images/baruch-writes-jeremiah-s-prophecies.jpg
Post_Impressionism,moise-kisling,renee-kisling-1928,downloaded_images/renee-kisling-1928.jpg
Expressionism,vilmos-aba-novak,homebound-1937,downloaded_images/homebound-1937.jpg
Symbolism,james-tissot,moses-and-joshua-in-the-tabernacle,downloaded_images/moses-and-joshua-in-the-tabernacle.jpg
Symbolism,nicholas-roerich,rocks-of-ladakh-1933-1,downloaded_images/rocks-of-ladakh-1933-1.jpg
Expressionism,nicolae-tonitza,scherzzo,downloaded_images/scherzzo.jpg
Abstract_Expressionism,romare-bearden,untitled-1959-2,downloaded_images/untitled-1959-2.jpg
Expressionism,nicolae-tonitza,mourner,downloaded_images/mourner.jpg
Fauvism,mary-fedden,still-life-with-fruit-1997,downloaded_images/still-life-with-fruit-1997.jpg
Impressionism,camille-pissarro,the-louvre-morning-snow-effect-1903,downloaded_images/the-louvre-morning-snow-effect-1903.jpg
Pointillism,theo-van-rysselberghe,morning-fog-over-the-port-of-veer-holland-1906,downloaded_images/morning-fog-over-the-port-of-veer-holland-1906.jpg
Realism,alexey-venetsianov,girl-in-a-kerchief,downloaded_images/girl-in-a-kerchief.jpg
Art_Nouveau_Modern,nicholas-roerich,hoary-finland-1907,downloaded_images/hoary-finland-1907.jpg
Baroque,rembrandt,view-of-diemen-1655,downloaded_images/view-of-diemen-1655.jpg
Post_Impressionism,koloman-moser,hyacinths,downloaded_images/hyacinths.jpg
Expressionism,georges-braque,balustre-et-crane-1938,downloaded_images/balustre-et-crane-1938.jpg
Impressionism,pierre-auguste-renoir,spray-of-anemones,downloaded_images/spray-of-anemones.jpg
Realism,ilya-repin,boris-godunov-with-ivan-the-terrible-1890,downloaded_images/boris-godunov-with-ivan-the-terrible-1890.jpg
Impressionism,claude-monet,the-esterel-mountains,downloaded_images/the-esterel-mountains.jpg
Rococo,bernardo-bellotto,ruins-of-the-forum-rome,downloaded_images/ruins-of-the-forum-rome.jpg
Impressionism,claude-monet,coming-into-port-goulphar-belle-ile,downloaded_images/coming-into-port-goulphar-belle-ile.jpg
Impressionism,berthe-morisot,reading-with-green-umbrella,downloaded_images/reading-with-green-umbrella.jpg
High_Renaissance,pietro-perugino,the-pazzi-crucifixion-1496,downloaded_images/the-pazzi-crucifixion-1496.jpg
Impressionism,edgar-degas,olive-trees-against-a-mountainous-background,downloaded_images/olive-trees-against-a-mountainous-background.jpg
Symbolism,nicholas-roerich,tibet-stronghold-potala-1939,downloaded_images/tibet-stronghold-potala-1939.jpg
Northern_Renaissance,martin-schongauer,the-second-wise-virgin,downloaded_images/the-second-wise-virgin.jpg
Symbolism,gustav-klimt,portrait-of-a-lady-in-white-unfinished-1918,downloaded_images/portrait-of-a-lady-in-white-unfinished-1918.jpg
Impressionism,james-mcneill-whistler,gold-and-brown-dordrecht,downloaded_images/gold-and-brown-dordrecht.jpg
Romanticism,jan-matejko,wladyslaw-laskonogi,downloaded_images/wladyslaw-laskonogi.jpg
Romanticism,gustave-dore,don-quixote-38,downloaded_images/don-quixote-38.jpg
Romanticism,miklos-barabas,laying-the-foundation-stone-of-the-chain-bridge-1842,downloaded_images/laying-the-foundation-stone-of-the-chain-bridge-1842.jpg
Fauvism,raoul-dufy,bathers-1908,downloaded_images/bathers-1908.jpg
Post_Impressionism,nikola-tanev,monastery-of-st-john-of-lake-ohrid,downloaded_images/monastery-of-st-john-of-lake-ohrid.jpg
Realism,ilya-repin,portrait-of-k-b-boleslavova-1913,downloaded_images/portrait-of-k-b-boleslavova-1913.jpg
Expressionism,ernst-ludwig-kirchner,the-mountain,downloaded_images/the-mountain.jpg
Symbolism,odilon-redon,the-window-1,downloaded_images/the-window-1.jpg
Post_Impressionism,gustave-loiseau,the-red-painted-house,downloaded_images/the-red-painted-house.jpg
Pointillism,henri-martin,terrace-in-the-rain-in-marquayrol,downloaded_images/terrace-in-the-rain-in-marquayrol.jpg
Mannerism_Late_Renaissance,paolo-veronese,lamentation-over-the-dead-christ,downloaded_images/lamentation-over-the-dead-christ.jpg
Abstract_Expressionism,joan-mitchell,riviere-1990,downloaded_images/riviere-1990.jpg
Realism,vasily-polenov,palestine-landscape,downloaded_images/palestine-landscape.jpg
Symbolism,nicholas-roerich,karelian-landscape-tulola-rocks-1918,downloaded_images/karelian-landscape-tulola-rocks-1918.jpg
Mannerism_Late_Renaissance,tintoretto,the-supper-at-emmaus-1543,downloaded_images/the-supper-at-emmaus-1543.jpg
Abstract_Expressionism,cy-twombly,coronation-of-sesostris-1,downloaded_images/coronation-of-sesostris-1.jpg
Contemporary_Realism,jamie-wyeth,gull-rock-1970,downloaded_images/gull-rock-1970.jpg
High_Renaissance,titian,portrait-of-ariosto-1510,downloaded_images/portrait-of-ariosto-1510.jpg
Naive_Art_Primitivism,jean-hugo,kew-garden,downloaded_images/kew-garden.jpg
Realism,ivan-shishkin,the-sketch-for-the-painting-rye-1878,downloaded_images/the-sketch-for-the-painting-rye-1878.jpg
Naive_Art_Primitivism,marc-chagall,uncle-mitiai-uncle-miniai,downloaded_images/uncle-mitiai-uncle-miniai.jpg
Realism,vincent-van-gogh,woman-s-head-1883,downloaded_images/woman-s-head-1883.jpg
Abstract_Expressionism,hans-hofmann,joy-sparks-of-the-gods-ii-1958,downloaded_images/joy-sparks-of-the-gods-ii-1958.jpg
Impressionism,ilya-repin,prometheus,downloaded_images/prometheus.jpg
Impressionism,alfred-sisley,the-seine-at-suresnes-1877,downloaded_images/the-seine-at-suresnes-1877.jpg
Expressionism,frantisek-kupka,report,downloaded_images/report.jpg
Impressionism,thalia-flora-karavia,from-ithaca,downloaded_images/from-ithaca.jpg
Color_Field_Painting,frank-stella,color-maze-1966,downloaded_images/color-maze-1966.jpg
Impressionism,edouard-manet,lady-in-a-fur,downloaded_images/lady-in-a-fur.jpg
Realism,vincent-van-gogh,the-green-parrot-1886,downloaded_images/the-green-parrot-1886.jpg
Symbolism,gustave-moreau,arion,downloaded_images/arion.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-madame-redoing-her-bun-1893,downloaded_images/the-madame-redoing-her-bun-1893.jpg
Impressionism,gustave-caillebotte,yerres-the-lawn-in-the-park-seen-from-a-path,downloaded_images/yerres-the-lawn-in-the-park-seen-from-a-path.jpg
New_Realism,edward-hopper,white-river-at-sharon,downloaded_images/white-river-at-sharon.jpg
New_Realism,edward-hopper,apartment-houses,downloaded_images/apartment-houses.jpg
Realism,andrei-ryabushkin,going-on-a-visit,downloaded_images/going-on-a-visit.jpg
New_Realism,george-luks,breaking-surf,downloaded_images/breaking-surf.jpg
Impressionism,henri-matisse,belle-ile,downloaded_images/belle-ile.jpg
Symbolism,harry-clarke,fairy-tales-by-hans-christian-andersen-1916,downloaded_images/fairy-tales-by-hans-christian-andersen-1916.jpg
Realism,mykola-pymonenko,easter-morning-prayer-in-malorosia-1891,downloaded_images/easter-morning-prayer-in-malorosia-1891.jpg
Art_Nouveau_Modern,raphael-kirchner,on-holiday,downloaded_images/on-holiday.jpg
Expressionism,henri-matisse,luxe-1907,downloaded_images/luxe-1907.jpg
New_Realism,john-french-sloan,independence-square-philadelphia-1900,downloaded_images/independence-square-philadelphia-1900.jpg
Romanticism,orest-kiprensky,dreamer,downloaded_images/dreamer.jpg
Art_Nouveau_Modern,nicholas-roerich,pskov-churchyard-1904-1,downloaded_images/pskov-churchyard-1904-1.jpg
Expressionism,pablo-picasso,the-bread-carrier-1905,downloaded_images/the-bread-carrier-1905.jpg
Realism,ivan-shishkin,summer-in-the-field-landscape-with-a-herd,downloaded_images/summer-in-the-field-landscape-with-a-herd.jpg
Impressionism,john-singer-sargent,rio-de-santa-maria-formosa-1905,downloaded_images/rio-de-santa-maria-formosa-1905.jpg
Cubism,juan-gris,woman-with-a-mandolin-after-corot-1916,downloaded_images/woman-with-a-mandolin-after-corot-1916.jpg
Color_Field_Painting,gene-davis,franklin-s-footpath-1972(1),downloaded_images/franklin-s-footpath-1972(1).jpg
Romanticism,john-crome,dock-leaves-1813,downloaded_images/dock-leaves-1813.jpg
Art_Nouveau_Modern,nicholas-roerich,ilya-muromets-1910-1,downloaded_images/ilya-muromets-1910-1.jpg
Impressionism,pierre-auguste-renoir,woman-with-a-white-jabot-1880,downloaded_images/woman-with-a-white-jabot-1880.jpg
Realism,viktor-vasnetsov,porters-1870,downloaded_images/porters-1870.jpg
Rococo,benjamin-west,self-portrait-1758,downloaded_images/self-portrait-1758.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-epic-ilya-muromets-and-svyatogor-1940(1),downloaded_images/illustration-for-the-epic-ilya-muromets-and-svyatogor-1940(1).jpg
Expressionism,egon-schiele,self-portrait-with-hand-to-cheek-1910,downloaded_images/self-portrait-with-hand-to-cheek-1910.jpg
Romanticism,joseph-wright,a-grotto-in-the-kingdom-of-naples-with-banditti-1778,downloaded_images/a-grotto-in-the-kingdom-of-naples-with-banditti-1778.jpg
Impressionism,claude-monet,vetheuil-prairie-inondee,downloaded_images/vetheuil-prairie-inondee.jpg
Symbolism,konstantin-somov,the-interior-of-the-pavlovs-country-house,downloaded_images/the-interior-of-the-pavlovs-country-house.jpg
Symbolism,gulacsy-lajos,young-woman-with-rose-tree-1912,downloaded_images/young-woman-with-rose-tree-1912.jpg
Post_Impressionism,istvan-ilosvai-varga,houses-with-crippled-man-1939,downloaded_images/houses-with-crippled-man-1939.jpg
Post_Impressionism,edouard-cortes,boulevard-et-la-porte-st-denis,downloaded_images/boulevard-et-la-porte-st-denis.jpg
Impressionism,eugene-boudin,channel-in-brussels-1871,downloaded_images/channel-in-brussels-1871.jpg
Color_Field_Painting,andre-pierre-arnal,pochoir-3,downloaded_images/pochoir-3.jpg
Romanticism,vasily-tropinin,monk-with-candle-1834,downloaded_images/monk-with-candle-1834.jpg
Art_Nouveau_Modern,jacek-malczewski,the-tribute-money-triptych-right,downloaded_images/the-tribute-money-triptych-right.jpg
Baroque,annibale-carracci,baptism-of-christ-1584,downloaded_images/baptism-of-christ-1584.jpg
Mannerism_Late_Renaissance,sofonisba-anguissola,portrait-of-bianca-ponzoni-anguissola-the-artist-s-mother-1557,downloaded_images/portrait-of-bianca-ponzoni-anguissola-the-artist-s-mother-1557.jpg
Realism,john-singer-sargent,the-countess-of-essex-1907,downloaded_images/the-countess-of-essex-1907.jpg
Post_Impressionism,maurice-prendergast,st-malo-4,downloaded_images/st-malo-4.jpg
