style,artist,picture,path
Realism,pierre-auguste-renoir,the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau-1866,the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau-1866.jpg
Art_Nouveau_Modern,ivan-bilibin,archangel-michael-mosaic-on-the-north-side-of-the-church-of-the-virgin-uspeniya-in-olshany(1),archangel-michael-mosaic-on-the-north-side-of-the-church-of-the-virgin-uspeniya-in-olshany(1).jpg
Mannerism_Late_Renaissance,tintoretto,st-george-1544,st-george-1544.jpg
Post_Impressionism,vincent-van-gogh,blossoming-chestnut-branches-1890(1),blossoming-chestnut-branches-1890(1).jpg
Impressionism,konstantin-korovin,winter-sun-1919,winter-sun-1919.jpg
Early_Renaissance,luca-signorelli,view-of-the-vaulting-of-the-sacristy-of-st-john-1482,view-of-the-vaulting-of-the-sacristy-of-st-john-1482.jpg
Romanticism,thomas-cole,study-for-the-pilgrim-of-the-world-on-his-journey,study-for-the-pilgrim-of-the-world-on-his-journey.jpg
Realism,vasily-vereshchagin,in-the-kremlin-a-fire-1895,in-the-kremlin-a-fire-1895.jpg
Art_Nouveau_Modern,felix-vallotton,french-writer-alexandre-dumas-1895,french-writer-alexandre-dumas-1895.jpg
Abstract_Expressionism,joan-miro,blue-i-1961,blue-i-1961.jpg
Impressionism,john-henry-twachtman,hayrick-1900,hayrick-1900.jpg
Baroque,theodoor-van-thulden,discord-expels-art-and-science,discord-expels-art-and-science.jpg
Baroque,peter-paul-rubens,anna-of-austria-queen-of-france-mother-of-king-louis-xiv-1625,anna-of-austria-queen-of-france-mother-of-king-louis-xiv-1625.jpg
Symbolism,konstantin-vasilyev,the-battle-with-the-dragon,the-battle-with-the-dragon.jpg
Realism,ivan-shishkin,gurzuf-rocks-1879,gurzuf-rocks-1879.jpg
Color_Field_Painting,anne-truitt,one-may-1976,one-may-1976.jpg
Northern_Renaissance,hieronymus-bosch,haywain-1500-4,haywain-1500-4.jpg
Romanticism,johann-koler,eve-with-a-pomegranate-1880,eve-with-a-pomegranate-1880.jpg
Romanticism,francesco-hayez,bathsheba,bathsheba.jpg
Impressionism,ilya-mashkov,gurzuf-views-of-the-chekhov-s-house-and-the-beach-1925,gurzuf-views-of-the-chekhov-s-house-and-the-beach-1925.jpg
Romanticism,konstantin-makovsky,portrait-of-vera-zubova,portrait-of-vera-zubova.jpg
Art_Nouveau_Modern,aubrey-beardsley,publicity-poster-for-the-yellow-book,publicity-poster-for-the-yellow-book.jpg
Naive_Art_Primitivism,fernando-botero,oranges,oranges.jpg
Abstract_Expressionism,paul-reed,14d-1964,14d-1964.jpg
Minimalism,john-mclaughlin,untitled-composition-1953,untitled-composition-1953.jpg
Post_Impressionism,maurice-prendergast,boat-landing-dinnard,boat-landing-dinnard.jpg
Realism,valentin-serov,quartet,quartet.jpg
Northern_Renaissance,rogier-van-der-weyden,demons-tortures-a-sinner,demons-tortures-a-sinner.jpg
Realism,winslow-homer,the-portage,the-portage.jpg
Realism,ivan-shishkin,pine-forest-1884,pine-forest-1884.jpg
Expressionism,chaim-soutine,the-mad-woman-1,the-mad-woman-1.jpg
Realism,john-singer-sargent,sir-frank-swettenham-1904,sir-frank-swettenham-1904.jpg
Impressionism,john-henry-twachtman,artist-s-home-in-autumn-greenwich-connecticut,artist-s-home-in-autumn-greenwich-connecticut.jpg
Realism,giovanni-boldini,a-lady-admiiring-a-fan-1878,a-lady-admiiring-a-fan-1878.jpg
Abstract_Expressionism,endre-balint,de-profundis-1978,de-profundis-1978.jpg
Mannerism_Late_Renaissance,el-greco,the-entombment-of-christ-1570,the-entombment-of-christ-1570.jpg
Ukiyo_e,utagawa-toyokuni-ii,kachoga-falcon-on-a-pine-branch-rising-sun-above,kachoga-falcon-on-a-pine-branch-rising-sun-above.jpg
Realism,ferdinand-hodler,unemployed-1891,unemployed-1891.jpg
Naive_Art_Primitivism,fred-yates,moored-boats-penzance,moored-boats-penzance.jpg
Impressionism,abraham-manievich,still-life-1930,still-life-1930.jpg
Impressionism,pierre-auguste-renoir,study-for-the-saone-embraced-by-the-rhone-1915,study-for-the-saone-embraced-by-the-rhone-1915.jpg
Contemporary_Realism,eric-fischl,growing-up-in-the-company-of-women-ii,growing-up-in-the-company-of-women-ii.jpg
Post_Impressionism,vincent-van-gogh,round-clipped-shrub-in-the-public-garden-1888,round-clipped-shrub-in-the-public-garden-1888.jpg
Realism,john-singer-sargent,eugene-juillerat,eugene-juillerat.jpg
Early_Renaissance,pisanello,apparition-of-the-virgin-to-sts-anthony-abbot-and-george,apparition-of-the-virgin-to-sts-anthony-abbot-and-george.jpg
Art_Nouveau_Modern,raphael-kirchner,salome-1903-3,salome-1903-3.jpg
Romanticism,karl-bodmer,pehriska-ruhpa-minatarre-warrior-in-the-costume-of-the-dog-dance-plate-23-from-volume-2-of-1844,pehriska-ruhpa-minatarre-warrior-in-the-costume-of-the-dog-dance-plate-23-from-volume-2-of-1844.jpg
Abstract_Expressionism,sam-francis,bouquet,bouquet.jpg
Ukiyo_e,katsushika-hokusai,shimomeguro,shimomeguro.jpg
Romanticism,edwin-henry-landseer,shoeing,shoeing.jpg
Realism,giovanni-boldini,portrait-of-giovinetta-errazuriz-1892,portrait-of-giovinetta-errazuriz-1892.jpg
Post_Impressionism,edouard-cortes,the-place-de-opera,the-place-de-opera.jpg
Abstract_Expressionism,sam-francis,untitled-from-pasadena-box-lembark-l62-1963,untitled-from-pasadena-box-lembark-l62-1963.jpg
Expressionism,egon-schiele,reclining-woman-with-red-blouse-1908,reclining-woman-with-red-blouse-1908.jpg
Impressionism,pierre-auguste-renoir,study-of-flowers-anemones-and-tulips-1910,study-of-flowers-anemones-and-tulips-1910.jpg
Cubism,salvador-dali,pierrot-and-guitar,pierrot-and-guitar.jpg
Color_Field_Painting,sean-scully,yellow-figure-2002,yellow-figure-2002.jpg
Expressionism,lovis-corinth,ecce-homo-1925,ecce-homo-1925.jpg
Realism,isaac-levitan,road-1898,road-1898.jpg
Expressionism,horia-bernea,spring-night-1965,spring-night-1965.jpg
Realism,ivan-shishkin,oaks-1886,oaks-1886.jpg
Romanticism,sir-lawrence-alma-tadema,the-massacre-of-the-monks-of-tamond-1855,the-massacre-of-the-monks-of-tamond-1855.jpg
Art_Nouveau_Modern,boris-kustodiev,village-holiday-autumn-holiday-in-the-village-1914,village-holiday-autumn-holiday-in-the-village-1914.jpg
Symbolism,nicholas-roerich,tibet-monastery-gelug-pa-1936,tibet-monastery-gelug-pa-1936.jpg
High_Renaissance,leonardo-da-vinci,view-of-a-skull-1,view-of-a-skull-1.jpg
Northern_Renaissance,hans-memling,the-virgin-and-child-with-st-james-and-st-dominic-presenting-the-donors-and-their-family-known,the-virgin-and-child-with-st-james-and-st-dominic-presenting-the-donors-and-their-family-known.jpg
Ukiyo_e,utagawa-kuniyoshi,women-9,women-9.jpg
Expressionism,egon-schiele,spitalskirche-molding-1918,spitalskirche-molding-1918.jpg
Post_Impressionism,moise-kisling,nude-seated-on-the-grass-1950(1),nude-seated-on-the-grass-1950(1).jpg
Minimalism,edward-corbett,washington-d-c-october-8-1964-1964,washington-d-c-october-8-1964-1964.jpg
Impressionism,nicolae-darascu,n-fa-a-opronului-1930,n-fa-a-opronului-1930.jpg
Rococo,maurice-quentin-de-la-tour,study-for-portrait-of-unknown-man-2,study-for-portrait-of-unknown-man-2.jpg
Minimalism,joan-hernandez-pijuan,dibuix-n-145-1991,dibuix-n-145-1991.jpg
Symbolism,mstislav-dobuzhinsky,a-cottage-in-st-petersburg-1905,a-cottage-in-st-petersburg-1905.jpg
Impressionism,pierre-auguste-renoir,summer-1875,summer-1875.jpg
Impressionism,joaquã­n-sorolla,running-along-the-beach-1908,running-along-the-beach-1908.jpg
Symbolism,hugo-simberg,king-hobgoblin-sleeping-1896,king-hobgoblin-sleeping-1896.jpg
Art_Nouveau_Modern,henri-de-toulouse-lautrec,yvette-guilbert-1,yvette-guilbert-1.jpg
Impressionism,lucian-grigorescu,munci-de-prim-var,munci-de-prim-var.jpg
Expressionism,wassily-kandinsky,all-saints-day-i-1911,all-saints-day-i-1911.jpg
Realism,helene-schjerfbeck,the-convalescent-1888,the-convalescent-1888.jpg
Naive_Art_Primitivism,fernando-botero,delphine,delphine.jpg
Early_Renaissance,sandro-botticelli,paradise-canto-vi-1490(1),paradise-canto-vi-1490(1).jpg
Art_Nouveau_Modern,zinaida-serebriakova,eugene-portrait-of-the-artist-s-son-1917,eugene-portrait-of-the-artist-s-son-1917.jpg
Realism,ivan-shishkin,view-of-valaam-island,view-of-valaam-island.jpg
Baroque,juan-de-valdes-leal,the-conversion-and-baptism-of-st-augustine-by-st-ambrose-1673,the-conversion-and-baptism-of-st-augustine-by-st-ambrose-1673.jpg
Impressionism,eugene-boudin,low-tide-at-trouville,low-tide-at-trouville.jpg
Post_Impressionism,ferdynand-ruszczyc,w-wiat-1901,w-wiat-1901.jpg
Post_Impressionism,maurice-utrillo,basilica,basilica.jpg
Impressionism,claude-monet,snow-effect-the-street-in-argentuil,snow-effect-the-street-in-argentuil.jpg
Romanticism,thomas-cole,prometheus-bound-1847,prometheus-bound-1847.jpg
Realism,boris-kustodiev,house-in-uspensky-1908,house-in-uspensky-1908.jpg
Symbolism,nicholas-roerich,girls-1944,girls-1944.jpg
Fauvism,hans-hofmann,suburbian-1936,suburbian-1936.jpg
Rococo,joshua-reynolds,general-john-burgoyne,general-john-burgoyne.jpg
Impressionism,joaquã­n-sorolla,valencian-fiesin-an-orange-grove-1898,valencian-fiesin-an-orange-grove-1898.jpg
Color_Field_Painting,ronnie-landfield,series-painting-2-1966,series-painting-2-1966.jpg
Rococo,bernardo-bellotto,the-kreuzkirche-in-dresden,the-kreuzkirche-in-dresden.jpg
Romanticism,gustave-dore,baruch-writes-jeremiah-s-prophecies,baruch-writes-jeremiah-s-prophecies.jpg
Post_Impressionism,moise-kisling,renee-kisling-1928,renee-kisling-1928.jpg
Expressionism,vilmos-aba-novak,homebound-1937,homebound-1937.jpg
Symbolism,james-tissot,moses-and-joshua-in-the-tabernacle,moses-and-joshua-in-the-tabernacle.jpg
Symbolism,nicholas-roerich,rocks-of-ladakh-1933-1,rocks-of-ladakh-1933-1.jpg
Expressionism,nicolae-tonitza,scherzzo,scherzzo.jpg
Abstract_Expressionism,romare-bearden,untitled-1959-2,untitled-1959-2.jpg
Expressionism,nicolae-tonitza,mourner,mourner.jpg
Fauvism,mary-fedden,still-life-with-fruit-1997,still-life-with-fruit-1997.jpg
Impressionism,camille-pissarro,the-louvre-morning-snow-effect-1903,the-louvre-morning-snow-effect-1903.jpg
Pointillism,theo-van-rysselberghe,morning-fog-over-the-port-of-veer-holland-1906,morning-fog-over-the-port-of-veer-holland-1906.jpg
Realism,alexey-venetsianov,girl-in-a-kerchief,girl-in-a-kerchief.jpg
Art_Nouveau_Modern,nicholas-roerich,hoary-finland-1907,hoary-finland-1907.jpg
Baroque,rembrandt,view-of-diemen-1655,view-of-diemen-1655.jpg
Post_Impressionism,koloman-moser,hyacinths,hyacinths.jpg
Expressionism,georges-braque,balustre-et-crane-1938,balustre-et-crane-1938.jpg
Impressionism,pierre-auguste-renoir,spray-of-anemones,spray-of-anemones.jpg
Realism,ilya-repin,boris-godunov-with-ivan-the-terrible-1890,boris-godunov-with-ivan-the-terrible-1890.jpg
Impressionism,claude-monet,the-esterel-mountains,the-esterel-mountains.jpg
Rococo,bernardo-bellotto,ruins-of-the-forum-rome,ruins-of-the-forum-rome.jpg
Impressionism,claude-monet,coming-into-port-goulphar-belle-ile,coming-into-port-goulphar-belle-ile.jpg
Impressionism,berthe-morisot,reading-with-green-umbrella,reading-with-green-umbrella.jpg
High_Renaissance,pietro-perugino,the-pazzi-crucifixion-1496,the-pazzi-crucifixion-1496.jpg
Impressionism,edgar-degas,olive-trees-against-a-mountainous-background,olive-trees-against-a-mountainous-background.jpg
Symbolism,nicholas-roerich,tibet-stronghold-potala-1939,tibet-stronghold-potala-1939.jpg
Northern_Renaissance,martin-schongauer,the-second-wise-virgin,the-second-wise-virgin.jpg
Symbolism,gustav-klimt,portrait-of-a-lady-in-white-unfinished-1918,portrait-of-a-lady-in-white-unfinished-1918.jpg
Impressionism,james-mcneill-whistler,gold-and-brown-dordrecht,gold-and-brown-dordrecht.jpg
Romanticism,jan-matejko,wladyslaw-laskonogi,wladyslaw-laskonogi.jpg
Romanticism,gustave-dore,don-quixote-38,don-quixote-38.jpg
Romanticism,miklos-barabas,laying-the-foundation-stone-of-the-chain-bridge-1842,laying-the-foundation-stone-of-the-chain-bridge-1842.jpg
Fauvism,raoul-dufy,bathers-1908,bathers-1908.jpg
Post_Impressionism,nikola-tanev,monastery-of-st-john-of-lake-ohrid,monastery-of-st-john-of-lake-ohrid.jpg
Realism,ilya-repin,portrait-of-k-b-boleslavova-1913,portrait-of-k-b-boleslavova-1913.jpg
Expressionism,ernst-ludwig-kirchner,the-mountain,the-mountain.jpg
Symbolism,odilon-redon,the-window-1,the-window-1.jpg
Post_Impressionism,gustave-loiseau,the-red-painted-house,the-red-painted-house.jpg
Pointillism,henri-martin,terrace-in-the-rain-in-marquayrol,terrace-in-the-rain-in-marquayrol.jpg
Mannerism_Late_Renaissance,paolo-veronese,lamentation-over-the-dead-christ,lamentation-over-the-dead-christ.jpg
Abstract_Expressionism,joan-mitchell,riviere-1990,riviere-1990.jpg
Realism,vasily-polenov,palestine-landscape,palestine-landscape.jpg
Symbolism,nicholas-roerich,karelian-landscape-tulola-rocks-1918,karelian-landscape-tulola-rocks-1918.jpg
Mannerism_Late_Renaissance,tintoretto,the-supper-at-emmaus-1543,the-supper-at-emmaus-1543.jpg
Abstract_Expressionism,cy-twombly,coronation-of-sesostris-1,coronation-of-sesostris-1.jpg
Contemporary_Realism,jamie-wyeth,gull-rock-1970,gull-rock-1970.jpg
High_Renaissance,titian,portrait-of-ariosto-1510,portrait-of-ariosto-1510.jpg
Naive_Art_Primitivism,jean-hugo,kew-garden,kew-garden.jpg
Realism,ivan-shishkin,the-sketch-for-the-painting-rye-1878,the-sketch-for-the-painting-rye-1878.jpg
Naive_Art_Primitivism,marc-chagall,uncle-mitiai-uncle-miniai,uncle-mitiai-uncle-miniai.jpg
Realism,vincent-van-gogh,woman-s-head-1883,woman-s-head-1883.jpg
Abstract_Expressionism,hans-hofmann,joy-sparks-of-the-gods-ii-1958,joy-sparks-of-the-gods-ii-1958.jpg
Impressionism,ilya-repin,prometheus,prometheus.jpg
Impressionism,alfred-sisley,the-seine-at-suresnes-1877,the-seine-at-suresnes-1877.jpg
Expressionism,frantisek-kupka,report,report.jpg
Impressionism,thalia-flora-karavia,from-ithaca,from-ithaca.jpg
Color_Field_Painting,frank-stella,color-maze-1966,color-maze-1966.jpg
Impressionism,edouard-manet,lady-in-a-fur,lady-in-a-fur.jpg
Realism,vincent-van-gogh,the-green-parrot-1886,the-green-parrot-1886.jpg
Symbolism,gustave-moreau,arion,arion.jpg
Post_Impressionism,henri-de-toulouse-lautrec,the-madame-redoing-her-bun-1893,the-madame-redoing-her-bun-1893.jpg
Impressionism,gustave-caillebotte,yerres-the-lawn-in-the-park-seen-from-a-path,yerres-the-lawn-in-the-park-seen-from-a-path.jpg
New_Realism,edward-hopper,white-river-at-sharon,white-river-at-sharon.jpg
New_Realism,edward-hopper,apartment-houses,apartment-houses.jpg
Realism,andrei-ryabushkin,going-on-a-visit,going-on-a-visit.jpg
New_Realism,george-luks,breaking-surf,breaking-surf.jpg
Impressionism,henri-matisse,belle-ile,belle-ile.jpg
Symbolism,harry-clarke,fairy-tales-by-hans-christian-andersen-1916,fairy-tales-by-hans-christian-andersen-1916.jpg
Realism,mykola-pymonenko,easter-morning-prayer-in-malorosia-1891,easter-morning-prayer-in-malorosia-1891.jpg
Art_Nouveau_Modern,raphael-kirchner,on-holiday,on-holiday.jpg
Expressionism,henri-matisse,luxe-1907,luxe-1907.jpg
New_Realism,john-french-sloan,independence-square-philadelphia-1900,independence-square-philadelphia-1900.jpg
Romanticism,orest-kiprensky,dreamer,dreamer.jpg
Art_Nouveau_Modern,nicholas-roerich,pskov-churchyard-1904-1,pskov-churchyard-1904-1.jpg
Expressionism,pablo-picasso,the-bread-carrier-1905,the-bread-carrier-1905.jpg
Realism,ivan-shishkin,summer-in-the-field-landscape-with-a-herd,summer-in-the-field-landscape-with-a-herd.jpg
Impressionism,john-singer-sargent,rio-de-santa-maria-formosa-1905,rio-de-santa-maria-formosa-1905.jpg
Cubism,juan-gris,woman-with-a-mandolin-after-corot-1916,woman-with-a-mandolin-after-corot-1916.jpg
Color_Field_Painting,gene-davis,franklin-s-footpath-1972(1),franklin-s-footpath-1972(1).jpg
Romanticism,john-crome,dock-leaves-1813,dock-leaves-1813.jpg
Art_Nouveau_Modern,nicholas-roerich,ilya-muromets-1910-1,ilya-muromets-1910-1.jpg
Impressionism,pierre-auguste-renoir,woman-with-a-white-jabot-1880,woman-with-a-white-jabot-1880.jpg
Realism,viktor-vasnetsov,porters-1870,porters-1870.jpg
Rococo,benjamin-west,self-portrait-1758,self-portrait-1758.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-epic-ilya-muromets-and-svyatogor-1940(1),illustration-for-the-epic-ilya-muromets-and-svyatogor-1940(1).jpg
Expressionism,egon-schiele,self-portrait-with-hand-to-cheek-1910,self-portrait-with-hand-to-cheek-1910.jpg
Romanticism,joseph-wright,a-grotto-in-the-kingdom-of-naples-with-banditti-1778,a-grotto-in-the-kingdom-of-naples-with-banditti-1778.jpg
Impressionism,claude-monet,vetheuil-prairie-inondee,vetheuil-prairie-inondee.jpg
Symbolism,konstantin-somov,the-interior-of-the-pavlovs-country-house,the-interior-of-the-pavlovs-country-house.jpg
Symbolism,gulacsy-lajos,young-woman-with-rose-tree-1912,young-woman-with-rose-tree-1912.jpg
Post_Impressionism,istvan-ilosvai-varga,houses-with-crippled-man-1939,houses-with-crippled-man-1939.jpg
Post_Impressionism,edouard-cortes,boulevard-et-la-porte-st-denis,boulevard-et-la-porte-st-denis.jpg
Impressionism,eugene-boudin,channel-in-brussels-1871,channel-in-brussels-1871.jpg
Color_Field_Painting,andre-pierre-arnal,pochoir-3,pochoir-3.jpg
Romanticism,vasily-tropinin,monk-with-candle-1834,monk-with-candle-1834.jpg
Art_Nouveau_Modern,jacek-malczewski,the-tribute-money-triptych-right,the-tribute-money-triptych-right.jpg
Baroque,annibale-carracci,baptism-of-christ-1584,baptism-of-christ-1584.jpg
Mannerism_Late_Renaissance,sofonisba-anguissola,portrait-of-bianca-ponzoni-anguissola-the-artist-s-mother-1557,portrait-of-bianca-ponzoni-anguissola-the-artist-s-mother-1557.jpg
Realism,john-singer-sargent,the-countess-of-essex-1907,the-countess-of-essex-1907.jpg
Post_Impressionism,maurice-prendergast,st-malo-4,st-malo-4.jpg
Expressionism,balthus,larchant-1939,larchant-1939.jpg
Realism,vincent-van-gogh,churchyard-in-winter-1883(1),churchyard-in-winter-1883(1).jpg
Cubism,carlos-merida,composici-n-abstracta-1975,composici-n-abstracta-1975.jpg
Impressionism,pierre-auguste-renoir,woman-tying-her-shoe,woman-tying-her-shoe.jpg
Naive_Art_Primitivism,marc-chagall,the-cowshed-1917,the-cowshed-1917.jpg
Baroque,jacob-jordaens,two-studies-of-the-head-of-abraham-grapheus-1621,two-studies-of-the-head-of-abraham-grapheus-1621.jpg
Baroque,adriaen-van-ostade,the-drinkers-1658,the-drinkers-1658.jpg
Minimalism,alighiero-boetti,dieciundicidodici-1980,dieciundicidodici-1980.jpg
Romanticism,vasily-polenov,droit-du-seigneur-1874,droit-du-seigneur-1874.jpg
Realism,vincent-van-gogh,weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883,weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883.jpg
Impressionism,eugene-boudin,the-port-of-deauville-1,the-port-of-deauville-1.jpg
Expressionism,m.c.-escher,initial-v,initial-v.jpg
Impressionism,theodor-pallady,ci-meaua-de-pe-strada-sp-tarului,ci-meaua-de-pe-strada-sp-tarului.jpg
Realism,ilya-mashkov,breakfast-still-life-1924,breakfast-still-life-1924.jpg
Symbolism,pierre-puvis-de-chavannes,study-for-four-figures-in-rest,study-for-four-figures-in-rest.jpg
Symbolism,nicholas-roerich,himalayas-pink-peaks-1947,himalayas-pink-peaks-1947.jpg
Post_Impressionism,maurice-prendergast,on-the-beach-st-malo,on-the-beach-st-malo.jpg
Expressionism,martiros-saryan,to-the-spring-1926,to-the-spring-1926.jpg
Impressionism,matej-sternen,na-trgu,na-trgu.jpg
Rococo,giovanni-battista-tiepolo,the-last-supper-1747,the-last-supper-1747.jpg
Cubism,le-corbusier,th-mes-ubu-parurge-et-alma-rio-1960,th-mes-ubu-parurge-et-alma-rio-1960.jpg
Romanticism,gustave-dore,the-queen-of-heaven,the-queen-of-heaven.jpg
Impressionism,john-singer-sargent,santa-maria-della-salute-1906,santa-maria-della-salute-1906.jpg
Abstract_Expressionism,lee-krasner,untitled-from-little-image-series-1949,untitled-from-little-image-series-1949.jpg
Post_Impressionism,maurice-denis,sleeping-woman-1892,sleeping-woman-1892.jpg
Mannerism_Late_Renaissance,giorgio-vasari,the-studio-of-the-painter,the-studio-of-the-painter.jpg
Romanticism,adolphe-joseph-thomas-monticelli,elegant-women-and-cupids,elegant-women-and-cupids.jpg
Impressionism,mary-cassatt,mother-holding-her-baby,mother-holding-her-baby.jpg
Northern_Renaissance,albrecht-altdorfer,samson-and-the-lion-1512,samson-and-the-lion-1512.jpg
Impressionism,claude-monet,the-pyramids-cliffs-at-belle-ile,the-pyramids-cliffs-at-belle-ile.jpg
Realism,charles-francois-daubigny,the-banks-of-the-river-1,the-banks-of-the-river-1.jpg
Realism,winslow-homer,snap-the-whip,snap-the-whip.jpg
Baroque,agostino-carracci,the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582,the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582.jpg
Baroque,gabriel-metsu,the-apple-peeler-1657,the-apple-peeler-1657.jpg
Post_Impressionism,paul-cezanne,reflections-in-the-water,reflections-in-the-water.jpg
Impressionism,maurice-prendergast,skipping-rope-1895,skipping-rope-1895.jpg
